Index,Date,Hour,Temperature(�C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(�C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
1974,8/6/2018,9,21.2,62,1.7,1384,13.6,1.45,0,0,Summer,No Holiday,Yes
1975,8/1/2018,11,1.7,37,0.6,1062,-11.4,0.23,0,0,Winter,No Holiday,Yes
1976,12/11/2018,22,7.6,55,1.7,1694,-0.8,0,0,0,Autumn,No Holiday,Yes
1977,9/11/2018,7,10.4,81,3,1741,7.2,0,0,0,Autumn,No Holiday,No
1978,12/4/2018,20,14.2,15,2.6,2000,-12.1,0,0,0,Spring,No Holiday,Yes
1979,19/08/2018,7,23.3,64,1,2000,16,0.1,0,0,Summer,No Holiday,Yes
1980,8/7/2018,0,20.7,51,1.7,2000,10.1,0,0,0,Summer,No Holiday,Yes
1981,18/07/2018,5,23.9,83,0.4,780,20.8,0,0,0,Summer,No Holiday,Yes
1982,29/06/2018,14,27.8,57,2.1,760,18.4,2.62,0,0,Summer,No Holiday,Yes
1983,21/08/2018,23,25.6,75,0.1,1892,20.8,0,0,0,Summer,No Holiday,Yes
1984,27/04/2018,15,22.7,29,1.6,1223,3.7,2.66,0,0,Spring,No Holiday,Yes
1985,28/11/2018,10,4.4,23,1.6,1201,-14.9,0.7,0,0,Autumn,No Holiday,Yes
1986,10/12/2017,1,-0.2,54,0.5,1747,-8.4,0,0,0,Winter,No Holiday,Yes
1987,5/2/2018,6,-11.5,40,2.3,2000,-22.4,0,0,0,Winter,No Holiday,Yes
1988,22/01/2018,6,0,33,0.4,2000,-14.3,0,0,0,Winter,No Holiday,Yes
1989,20/05/2018,13,19.9,33,1.4,2000,3.1,1.28,0,0,Spring,No Holiday,Yes
1990,13/08/2018,11,31.7,58,1.1,1584,22.4,1.27,0,0,Summer,No Holiday,Yes
1991,23/09/2018,11,20.1,57,3,1929,11.3,1.29,0,0,Autumn,Holiday,Yes
1992,6/10/2018,17,21.1,64,1.2,2000,14,0.4,0,0,Autumn,No Holiday,Yes
1993,11/12/2017,1,-3.4,36,3.8,2000,-16.3,0,0,0,Winter,No Holiday,Yes
1994,20/02/2018,2,-0.8,76,0.8,421,-4.5,0,0,0,Winter,No Holiday,Yes
1995,2/3/2018,3,-5.7,50,1.7,1559,-14.4,0,0,0,Spring,No Holiday,Yes
1996,1/11/2018,23,7.8,63,0.4,1547,1.1,0,0,0,Autumn,No Holiday,Yes
1997,4/2/2018,7,-12.4,54,2.5,1790,-19.8,0,0,0,Winter,No Holiday,Yes
1998,9/5/2018,6,9.2,64,1,2000,2.7,0.02,0,0,Spring,No Holiday,Yes
1999,23/12/2017,5,5,81,1.2,425,2,0,0,0,Winter,No Holiday,Yes
2000,24/11/2018,4,3,26,1.6,2000,-14.6,0,0,0,Autumn,No Holiday,Yes
2001,15/07/2018,19,31.2,62,2.1,1852,23,0.63,0,0,Summer,No Holiday,Yes
2002,24/09/2018,21,16.8,58,1.2,2000,8.4,0,0,0,Autumn,Holiday,Yes
2003,11/1/2018,20,-11.6,49,1.8,1953,-20.1,0,0,0,Winter,No Holiday,Yes
2004,7/10/2018,3,15.5,88,1.7,1998,13.5,0,0,0,Autumn,No Holiday,Yes
2005,22/07/2018,9,30.5,54,0.9,1907,20.1,1.71,0,0,Summer,No Holiday,Yes
2006,26/04/2018,8,11.7,62,0.6,956,4.6,0.62,0,0,Spring,No Holiday,Yes
2007,30/06/2018,20,24.2,88,0.8,1276,22,0.06,0,0,Summer,No Holiday,Yes
2008,9/5/2018,12,18.7,39,1.9,1925,4.4,3.21,0,0,Spring,No Holiday,Yes
2009,26/06/2018,0,26.9,61,1.5,805,18.7,0,0,0,Summer,No Holiday,Yes
2010,28/10/2018,23,6,74,1.1,2000,1.7,0,0,0,Autumn,No Holiday,Yes
2011,14/08/2018,18,33.7,53,2.4,2000,22.7,0.78,0,0,Summer,No Holiday,Yes
2012,17/04/2018,0,9.6,31,0.8,2000,-6.7,0,0,0,Spring,No Holiday,Yes
2013,9/7/2018,21,20.3,96,1,1007,19.6,0,1.5,0,Summer,No Holiday,Yes
2014,26/11/2018,23,5.4,78,1.5,404,1.8,0,0,0,Autumn,No Holiday,Yes
2015,25/10/2018,10,13.4,53,1.1,1768,4,1.53,0,0,Autumn,No Holiday,Yes
2016,3/9/2018,11,23.7,86,0.6,1798,21.2,0.31,0,0,Autumn,No Holiday,Yes
2017,2/12/2017,1,-2.2,86,0.6,990,-4.2,0,0,0,Winter,No Holiday,Yes
2018,5/6/2018,12,28.2,35,1.2,1411,11.2,3.23,0,0,Summer,No Holiday,Yes
2019,19/09/2018,6,19,76,0.3,1488,14.6,0,0,0,Autumn,No Holiday,No
2020,23/01/2018,6,-11.5,47,3.2,2000,-20.5,0,0,1,Winter,No Holiday,Yes
2021,28/08/2018,6,22.5,90,0.6,1149,20.7,0,0,0,Summer,No Holiday,Yes
2022,9/3/2018,17,8.9,46,1.8,789,-2.1,1,0,0,Spring,No Holiday,Yes
2023,23/03/2018,8,2.6,77,1.3,567,-1,0.21,0,0,Spring,No Holiday,Yes
2024,20/12/2017,15,-0.2,45,1,1852,-10.7,0.41,0,1.6,Winter,No Holiday,Yes
2025,7/6/2018,8,18.9,82,2.3,326,15.7,0.44,0,0,Summer,No Holiday,Yes
2026,7/1/2018,18,1.8,34,1.2,1518,-12.4,0,0,0,Winter,No Holiday,Yes
2027,11/4/2018,8,9.7,77,1.6,519,5.8,0.68,0,0,Spring,No Holiday,No
2028,17/11/2018,12,9.1,34,1,1802,-5.9,1.95,0,0,Autumn,No Holiday,Yes
2029,11/12/2017,7,-6,39,3.1,1996,-17.7,0,0,0,Winter,No Holiday,Yes
2030,8/8/2018,13,34.4,48,2.1,1921,21.7,2.37,0,0,Summer,No Holiday,Yes
2031,14/01/2018,11,-0.5,64,0.7,537,-6.4,0.49,0,0,Winter,No Holiday,Yes
2032,24/02/2018,3,3.5,82,2.9,217,0.7,0,0,0,Winter,No Holiday,Yes
2033,21/09/2018,2,19.1,78,1.3,2000,15.1,0,0,0,Autumn,No Holiday,Yes
2034,19/12/2017,20,-4.9,55,2,2000,-12.5,0,0,2,Winter,No Holiday,Yes
2035,19/04/2018,20,15.5,38,1.7,745,1.2,0,0,0,Spring,No Holiday,Yes
2036,1/2/2018,9,-7.9,50,0.6,1805,-16.5,0.23,0,1.6,Winter,No Holiday,Yes
2037,2/3/2018,0,-4.3,53,2.6,1334,-12.4,0,0,0,Spring,No Holiday,Yes
2038,23/01/2018,12,-11.3,27,3.7,1955,-26.6,1.18,0,1,Winter,No Holiday,Yes
2039,18/12/2017,6,-5.2,85,0.9,271,-7.3,0,0.4,1.3,Winter,No Holiday,Yes
2040,13/05/2018,0,15.5,97,1.5,181,15,0,0.5,0,Spring,No Holiday,Yes
2041,22/06/2018,10,26.3,34,0.9,1792,9.1,2.57,0,0,Summer,No Holiday,Yes
2042,26/09/2018,21,18.9,43,2,2000,6,0,0,0,Autumn,No Holiday,Yes
2043,22/11/2018,18,4.1,46,2.7,2000,-6.5,0.01,0,0,Autumn,No Holiday,Yes
2044,18/10/2018,1,9,66,0.7,2000,2.9,0,0,0,Autumn,No Holiday,Yes
2045,14/09/2018,5,20.7,77,0.9,2000,16.5,0,0,0,Autumn,No Holiday,Yes
2046,10/7/2018,20,25.3,89,0.3,745,23.3,0,0,0,Summer,No Holiday,Yes
2047,8/9/2018,3,17.8,60,0.2,2000,9.9,0,0,0,Autumn,No Holiday,Yes
2048,5/9/2018,1,20.9,66,1.1,2000,14.3,0,0,0,Autumn,No Holiday,Yes
2049,21/02/2018,0,-1.4,28,3.4,1990,-17.6,0,0,0,Winter,No Holiday,Yes
2050,10/11/2018,21,10.8,78,1,303,7.1,0,0,0,Autumn,No Holiday,Yes
2051,1/1/2018,12,1.5,20,2.8,1992,-19,1.03,0,0,Winter,Holiday,Yes
2052,31/08/2018,16,29.7,51,3,2000,18.4,2.27,0,0,Summer,No Holiday,Yes
2053,13/10/2018,6,6.6,80,1,1424,3.3,0,0,0,Autumn,No Holiday,Yes
2054,22/08/2018,15,36.8,36,1,2000,19.2,2.46,0,0,Summer,No Holiday,Yes
2055,30/06/2018,2,22.2,88,1,295,20.1,0,0,0,Summer,No Holiday,Yes
2056,6/1/2018,15,2.3,27,2.2,1877,-14.8,0.92,0,0,Winter,No Holiday,Yes
2057,15/02/2018,14,2.9,14,4.3,2000,-22,2.29,0,0,Winter,Holiday,Yes
2058,20/05/2018,4,12.8,44,0.8,2000,0.8,0,0,0,Spring,No Holiday,Yes
2059,23/05/2018,1,15.3,97,3.2,178,14.8,0,3,0,Spring,No Holiday,Yes
2060,3/5/2018,23,10.6,62,2.1,1694,3.6,0,0,0,Spring,No Holiday,Yes
2061,25/10/2018,19,16.4,47,1,1694,5,0,0,0,Autumn,No Holiday,Yes
2062,14/03/2018,13,20.9,44,4.7,1795,8.1,2.66,0,0,Spring,No Holiday,Yes
2063,5/3/2018,5,4.7,89,2.3,1242,3,0,0,0,Spring,No Holiday,Yes
2064,23/09/2018,1,16.4,66,0.1,2000,10,0,0,0,Autumn,Holiday,Yes
2065,12/10/2018,9,8.6,50,0.8,1785,-1.2,1.13,0,0,Autumn,No Holiday,Yes
2066,9/8/2018,23,27.3,81,0,1287,23.7,0,0,0,Summer,No Holiday,Yes
2067,3/4/2018,1,17.1,72,1.7,1353,12,0,0,0,Spring,No Holiday,Yes
2068,9/1/2018,3,-3.4,67,3.2,1420,-8.6,0,0,0.9,Winter,No Holiday,Yes
2069,10/10/2018,0,16.6,53,0.9,2000,6.9,0,0,0,Autumn,No Holiday,Yes
2070,9/4/2018,18,14.8,24,1.3,1514,-5.6,0.69,0,0,Spring,No Holiday,Yes
2071,31/07/2018,21,32.7,51,2.8,2000,21.2,0,0,0,Summer,No Holiday,Yes
2072,15/06/2018,3,18.8,93,1,419,17.6,0,5.4,0,Summer,No Holiday,Yes
2073,19/12/2017,18,-3.8,42,3.3,2000,-14.8,0,0,2,Winter,No Holiday,Yes
2074,29/08/2018,10,26.4,78,2.7,2000,22.2,0.44,0,0,Summer,No Holiday,Yes
2075,19/10/2018,21,13.3,56,1.1,2000,4.6,0,0,0,Autumn,No Holiday,Yes
2076,25/02/2018,22,0,54,2.5,1929,-8.2,0,0,0,Winter,No Holiday,Yes
2077,7/12/2017,9,0.1,91,0.8,265,-1.1,0.14,0,0.8,Winter,No Holiday,Yes
2078,20/04/2018,14,25.9,28,2.2,808,5.9,2.92,0,0,Spring,No Holiday,Yes
2079,24/12/2017,7,4.7,89,1.1,100,3,0,0,0,Winter,Holiday,Yes
2080,21/04/2018,21,17.8,21,1.2,2000,-4.8,0,0,0,Spring,No Holiday,Yes
2081,5/3/2018,22,2.3,63,1,2000,-4,0,0,0,Spring,No Holiday,Yes
2082,6/7/2018,2,22.8,65,1.8,2000,15.8,0,0,0,Summer,No Holiday,Yes
2083,31/05/2018,2,15.2,84,0.7,485,12.5,0,0,0,Spring,No Holiday,Yes
2084,2/8/2018,21,33.3,63,1.2,1304,25.2,0,0,0,Summer,No Holiday,Yes
2085,27/03/2018,0,9,68,1.1,426,3.3,0,0,0,Spring,No Holiday,Yes
2086,21/01/2018,17,3.8,20,1.3,2000,-17.1,0.24,0,0,Winter,No Holiday,Yes
2087,9/9/2018,18,26,35,0.3,2000,9.3,0.2,0,0,Autumn,No Holiday,Yes
2088,30/09/2018,1,17.5,66,0.5,2000,11,0,0,0,Autumn,No Holiday,No
2089,30/07/2018,3,27.4,59,1.4,2000,18.6,0,0,0,Summer,No Holiday,Yes
2090,10/4/2018,19,19.2,55,5.8,2000,9.9,0.01,0,0,Spring,No Holiday,Yes
2091,5/9/2018,16,28.2,37,4,1987,12.1,2.03,0,0,Autumn,No Holiday,Yes
2092,24/02/2018,11,2.2,50,2.4,608,-7.1,1.1,0,0,Winter,No Holiday,Yes
2093,12/5/2018,13,12.6,97,0.6,327,12.1,0.14,3,0,Spring,No Holiday,Yes
2094,1/2/2018,10,-5,41,0.5,1799,-16.2,0.64,0,1.5,Winter,No Holiday,Yes
2095,28/05/2018,4,17.2,0,0.4,1619,8.8,0,0,0,Spring,No Holiday,Yes
2096,2/5/2018,19,12.6,93,3.9,831,11.4,0,0,0,Spring,No Holiday,Yes
2097,23/10/2018,0,11.6,61,0.7,673,4.3,0,0,0,Autumn,No Holiday,Yes
2098,29/10/2018,2,4.7,81,1,1918,1.7,0,0,0,Autumn,No Holiday,Yes
2099,22/04/2018,22,11.6,89,2,469,9.8,0,4,0,Spring,No Holiday,Yes
2100,12/9/2018,6,17,63,1.3,2000,9.8,0,0,0,Autumn,No Holiday,Yes
2101,6/6/2018,4,19.2,68,0.8,1181,13.1,0,0,0,Summer,Holiday,Yes
2102,15/12/2017,8,-6.6,64,1.1,791,-12.2,0,0,0,Winter,No Holiday,Yes
2103,2/5/2018,12,17.3,95,0.7,155,16.4,0.16,3.5,0,Spring,No Holiday,Yes
2104,1/1/2018,9,-4.3,39,0.7,1973,-16.2,0.15,0,0,Winter,Holiday,Yes
2105,12/1/2018,8,-15.1,44,1.2,2000,-24.6,0,0,0,Winter,No Holiday,Yes
2106,5/2/2018,12,-7.8,28,4.1,2000,-23.1,2.12,0,0,Winter,No Holiday,Yes
2107,20/11/2018,18,9.1,31,2,1932,-7.1,0,0,0,Autumn,No Holiday,Yes
2108,27/11/2018,0,4.9,79,0.5,391,1.5,0,0,0,Autumn,No Holiday,Yes
2109,20/09/2018,20,19.1,77,2.2,1834,14.9,0,0,0,Autumn,No Holiday,Yes
2110,18/02/2018,8,-4.8,31,0.8,2000,-19.3,0.02,0,0,Winter,No Holiday,Yes
2111,27/11/2018,22,6.6,33,2.1,722,-8.5,0,0,0,Autumn,No Holiday,Yes
2112,12/1/2018,9,-14.9,40,1.2,1999,-25.5,0.16,0,0,Winter,No Holiday,Yes
2113,27/12/2017,5,-9.4,36,1.9,2000,-21.7,0,0,0,Winter,No Holiday,Yes
2114,25/06/2018,9,25.4,61,1,1079,17.3,1.28,0,0,Summer,No Holiday,Yes
2115,7/12/2017,18,0.7,46,2.7,1558,-9.6,0,0,0,Winter,No Holiday,Yes
2116,26/07/2018,19,32.3,63,2.1,1037,24.3,0.41,0,0,Summer,No Holiday,Yes
2117,11/6/2018,11,23.2,52,1.4,2000,12.7,1.53,0,0,Summer,No Holiday,Yes
2118,24/10/2018,17,17,47,2.2,1989,5.5,0.59,0,0,Autumn,No Holiday,Yes
2119,14/07/2018,14,30.7,59,2.9,1612,21.7,2.05,0,0,Summer,No Holiday,Yes
2120,16/03/2018,9,5.2,51,1.7,2000,-4.1,1.08,0,0,Spring,No Holiday,Yes
2121,19/12/2017,3,-2.8,58,1.6,1315,-9.9,0,0,2.6,Winter,No Holiday,Yes
2122,14/07/2018,9,27,70,1.1,1393,21,1.15,0,0,Summer,No Holiday,Yes
2123,25/01/2018,21,-14.1,35,2.2,2000,-26.2,0,0,0.5,Winter,No Holiday,Yes
2124,7/10/2018,14,20.2,42,2.8,1832,6.8,1.87,0,0,Autumn,No Holiday,Yes
2125,11/8/2018,21,31.6,63,1.2,1980,23.6,0,0,0,Summer,No Holiday,Yes
2126,8/4/2018,20,2.7,90,1.5,639,1.2,0,0,0,Spring,No Holiday,Yes
2127,6/2/2018,17,-6.6,29,2.5,2000,-21.7,0.68,0,0,Winter,No Holiday,Yes
2128,1/5/2018,1,18.3,83,1.1,451,15.3,0,0,0,Spring,Holiday,Yes
2129,15/11/2018,16,15.4,34,1.4,1016,-0.4,0.68,0,0,Autumn,No Holiday,Yes
2130,18/11/2018,19,7.9,45,1,1602,-3.3,0,0,0,Autumn,No Holiday,Yes
2131,15/04/2018,19,11,62,2.1,1661,3.9,0.19,0,0,Spring,No Holiday,Yes
2132,3/7/2018,19,30.4,62,0.9,2000,22.2,0.65,0.1,0,Summer,No Holiday,Yes
2133,7/7/2018,13,27.5,43,2,2000,13.7,3.41,0,0,Summer,No Holiday,Yes
2134,4/9/2018,17,27.6,47,3.3,2000,15.2,1.49,0,0,Autumn,No Holiday,Yes
2135,6/11/2018,10,11.7,62,0.5,521,4.6,0.77,0,0,Autumn,No Holiday,No
2136,2/1/2018,7,-3.2,69,0.5,1249,-8,0,0,0,Winter,No Holiday,Yes
2137,9/9/2018,2,18.1,57,0.3,2000,9.4,0,0,0,Autumn,No Holiday,Yes
2138,25/08/2018,7,23.7,76,1.9,1281,19.2,0.08,0,0,Summer,No Holiday,Yes
2139,2/8/2018,0,31.9,67,1.5,1550,25,0,0,0,Summer,No Holiday,Yes
2140,17/09/2018,23,20.2,68,1.2,1963,14,0,0,0,Autumn,No Holiday,Yes
2141,18/12/2017,15,1.6,73,0.9,421,-2.7,0.6,0,3.2,Winter,No Holiday,Yes
2142,1/1/2018,22,-1.3,48,0.8,1927,-10.9,0,0,0,Winter,Holiday,Yes
2143,3/1/2018,4,-6.1,45,2.3,2000,-16.1,0,0,0,Winter,No Holiday,Yes
2144,4/11/2018,13,18.3,26,1.2,1503,-1.5,2.17,0,0,Autumn,No Holiday,Yes
2145,20/08/2018,12,31.7,45,2.5,1814,18.3,1.96,0,0,Summer,No Holiday,Yes
2146,25/10/2018,20,15.3,50,0.5,1647,4.9,0,0,0,Autumn,No Holiday,Yes
2147,25/02/2018,21,0.2,55,2.5,1942,-7.7,0,0,0,Winter,No Holiday,Yes
2148,15/02/2018,1,-1.1,38,2.8,1999,-13.6,0,0,0,Winter,Holiday,Yes
2149,20/01/2018,21,2.1,48,2.8,346,-7.7,0,0,0,Winter,No Holiday,Yes
2150,3/11/2018,4,6.3,72,1,1104,1.6,0,0,0,Autumn,No Holiday,No
2151,14/11/2018,20,10.5,52,1.4,1153,1,0,0,0,Autumn,No Holiday,Yes
2152,28/06/2018,15,26.4,76,3.7,1370,21.8,1.01,0,0,Summer,No Holiday,Yes
2153,9/10/2018,18,17.7,43,1.5,2000,4.9,0.05,0,0,Autumn,Holiday,No
2154,1/12/2017,23,-1.3,84,1,1265,-3.6,0,0,0,Winter,No Holiday,Yes
2155,4/10/2018,6,13.2,73,1.1,1900,8.4,0,0,0,Autumn,No Holiday,No
2156,25/05/2018,10,21.4,30,2.5,1730,3,2.53,0,0,Spring,No Holiday,Yes
2157,27/09/2018,9,17.7,48,1.5,2000,6.5,1.3,0,0,Autumn,No Holiday,Yes
2158,31/01/2018,22,-4.2,48,1,2000,-13.5,0,0,1.6,Winter,No Holiday,Yes
2159,27/10/2018,1,9.9,62,3.5,2000,2.9,0,0,0,Autumn,No Holiday,Yes
2160,16/10/2018,6,10.1,71,0.2,1474,5,0,0,0,Autumn,No Holiday,Yes
2161,14/03/2018,12,19.9,44,2.7,1874,7.2,2.22,0,0,Spring,No Holiday,Yes
2162,9/7/2018,10,21.1,73,1.2,1957,16,0.4,0,0,Summer,No Holiday,Yes
2163,2/5/2018,2,19,80,1.6,346,15.4,0,0,0,Spring,No Holiday,Yes
2164,19/12/2017,13,-2.2,25,3.2,1970,-19.6,1.17,0,2.2,Winter,No Holiday,Yes
2165,21/06/2018,2,20.2,82,0.9,575,17,0,0,0,Summer,No Holiday,Yes
2166,4/6/2018,17,24.9,46,2,1855,12.4,0.91,0,0,Summer,No Holiday,Yes
2167,2/4/2018,0,16.1,80,1.9,605,12.6,0,0,0,Spring,No Holiday,Yes
2168,23/04/2018,9,8.5,95,2.6,447,7.7,0.1,8,0,Spring,No Holiday,Yes
2169,16/05/2018,15,22,96,2.9,313,21.3,0.2,0,0,Spring,No Holiday,Yes
2170,23/07/2018,12,34.1,47,2.3,1862,21.1,2.94,0,0,Summer,No Holiday,Yes
2171,12/7/2018,11,27.4,78,2.3,1164,23.2,1.11,0,0,Summer,No Holiday,Yes
2172,30/09/2018,12,20.8,47,3.1,1665,9,2,0,0,Autumn,No Holiday,No
2173,8/6/2018,10,21.9,62,1.7,1664,14.2,1.36,0,0,Summer,No Holiday,Yes
2174,18/02/2018,17,4.2,17,2.5,1990,-18.7,0.66,0,0,Winter,No Holiday,Yes
2175,19/07/2018,0,25.9,76,1.3,984,21.3,0,0,0,Summer,No Holiday,Yes
2176,1/6/2018,2,19,72,1.4,1258,13.8,0,0,0,Summer,No Holiday,Yes
2177,6/4/2018,10,8,73,2.8,1641,3.4,1.44,0,0,Spring,No Holiday,Yes
2178,10/10/2018,2,14.4,91,0.4,402,12.9,0,4.5,0,Autumn,No Holiday,Yes
2179,29/11/2018,1,1.9,32,1.4,1999,-13,0,0,0,Autumn,No Holiday,Yes
2180,1/9/2018,3,21.6,87,0.3,1579,19.3,0,0,0,Autumn,No Holiday,Yes
2181,5/1/2018,8,-5.3,51,1,1319,-13.8,0,0,0,Winter,No Holiday,Yes
2182,17/10/2018,6,8.8,77,0.2,1077,4.9,0,0,0,Autumn,No Holiday,Yes
2183,11/1/2018,10,-11.1,46,3.7,1638,-20.4,0.48,0,0,Winter,No Holiday,Yes
2184,5/4/2018,7,7.1,94,2.2,572,6.1,0,1.5,0,Spring,No Holiday,Yes
2185,19/07/2018,16,33.7,43,2.7,1890,19.3,2.55,0,0,Summer,No Holiday,Yes
2186,4/11/2018,2,8.2,62,0.2,1415,1.3,0,0,0,Autumn,No Holiday,Yes
2187,22/10/2018,8,9.7,58,0.6,1559,1.8,0.22,0,0,Autumn,No Holiday,Yes
2188,8/3/2018,10,3.6,88,2.6,681,1.7,0.44,0,0,Spring,No Holiday,Yes
2189,17/02/2018,10,-4.3,21,1.4,1908,-23.4,1.34,0,0,Winter,Holiday,Yes
2190,12/8/2018,8,28.6,54,1.1,2000,18.3,0.82,0,0,Summer,No Holiday,Yes
2191,17/07/2018,13,31.1,53,3.2,1162,20.3,2.63,0,0,Summer,No Holiday,Yes
2192,10/8/2018,13,34.2,41,1.7,2000,19,2.31,0,0,Summer,No Holiday,Yes
2193,17/01/2018,1,3.3,64,0.4,339,-2.8,0,0,0,Winter,No Holiday,Yes
2194,27/08/2018,23,23.6,87,0.6,2000,21.3,0,0,0,Summer,No Holiday,Yes
2195,26/10/2018,0,12.5,57,0.9,1877,4.1,0,0,0,Autumn,No Holiday,Yes
2196,24/05/2018,7,12.5,61,1.3,1818,5.1,0.42,0,0,Spring,No Holiday,Yes
2197,14/01/2018,16,5.3,49,1.8,982,-4.5,0.43,0,0,Winter,No Holiday,Yes
2198,12/11/2018,14,14.2,33,1.5,1374,-1.8,1.84,0,0,Autumn,No Holiday,Yes
2199,9/7/2018,18,20.3,93,1.3,1832,19.1,0.22,0.5,0,Summer,No Holiday,Yes
2200,27/09/2018,12,23.2,42,1.4,2000,9.5,2.73,0,0,Autumn,No Holiday,Yes
2201,22/09/2018,23,17.9,66,1,2000,11.4,0,0,0,Autumn,No Holiday,Yes
2202,11/3/2018,23,4.2,34,1.7,1476,-10.3,0,0,0,Spring,No Holiday,Yes
2203,13/03/2018,21,13.7,79,2,1035,10.1,0,0,0,Spring,No Holiday,Yes
2204,15/12/2017,13,-1.6,40,0.3,868,-13.4,0.32,0,0,Winter,No Holiday,Yes
2205,27/11/2018,17,11.1,72,2.3,277,6.2,0.12,0,0,Autumn,No Holiday,Yes
2206,20/10/2018,21,13.3,55,2,1554,4.4,0,0,0,Autumn,No Holiday,Yes
2207,23/11/2018,4,-2,42,0.7,2000,-13.2,0,0,0,Autumn,No Holiday,Yes
2208,10/11/2018,16,16,37,1.9,984,1.2,0.94,0,0,Autumn,No Holiday,Yes
2209,25/12/2017,23,-1,55,1.9,2000,-8.9,0,0,0,Winter,Holiday,Yes
2210,4/3/2018,1,8.3,91,0.1,282,6.9,0,0,0,Spring,No Holiday,Yes
2211,4/12/2017,4,2.8,89,1.5,130,1.1,0,0,0,Winter,No Holiday,Yes
2212,4/3/2018,15,11.7,81,1.2,616,8.5,0.53,0,0,Spring,No Holiday,Yes
2213,5/11/2018,19,13.2,66,1.7,705,6.9,0,0,0,Autumn,No Holiday,Yes
2214,31/10/2018,23,6.4,60,1.8,1930,-0.8,0,0,0,Autumn,No Holiday,Yes
2215,29/07/2018,8,28.6,63,0.8,1867,20.8,1,0,0,Summer,No Holiday,Yes
2216,16/01/2018,13,5.8,47,0.8,382,-4.6,0.53,0,0,Winter,No Holiday,Yes
2217,6/7/2018,23,22,55,1.7,2000,12.5,0,0,0,Summer,No Holiday,Yes
2218,29/09/2018,6,14.6,81,1,2000,11.3,0,0,0,Autumn,No Holiday,Yes
2219,8/1/2018,3,0.9,43,0.4,1261,-10.2,0,0,0,Winter,No Holiday,Yes
2220,31/12/2017,16,2.7,26,2.7,2000,-14.9,0.59,0,0,Winter,Holiday,Yes
2221,31/05/2018,20,23.1,58,2.9,1950,14.3,0.06,0,0,Spring,No Holiday,Yes
2222,21/02/2018,22,-2.2,55,1.4,2000,-10,0,0,0,Winter,No Holiday,Yes
2223,4/9/2018,10,23.1,73,3.1,2000,17.9,2.24,0,0,Autumn,No Holiday,Yes
2224,21/05/2018,2,13.9,0,0.9,2000,-2.1,0,0,0,Spring,No Holiday,Yes
2225,1/7/2018,1,22.7,87,0.5,1072,20.4,0,0,0,Summer,No Holiday,Yes
2226,29/08/2018,11,26.9,74,3.2,2000,21.8,0.45,0,0,Summer,No Holiday,Yes
2227,3/10/2018,23,16.1,63,0.6,2000,9,0,0,0,Autumn,Holiday,Yes
2228,13/07/2018,13,28.9,68,2.8,1934,22.3,1.55,0,0,Summer,No Holiday,Yes
2229,15/04/2018,12,12.5,53,3.4,1324,3.1,2.52,0,0,Spring,No Holiday,Yes
2230,5/11/2018,20,12.7,75,2,433,8.3,0,0,0,Autumn,No Holiday,Yes
2231,11/7/2018,21,27.3,78,1.2,1606,23.1,0,0,0,Summer,No Holiday,Yes
2232,9/7/2018,7,20.9,66,1.4,2000,14.3,0.1,0,0,Summer,No Holiday,Yes
2233,10/10/2018,13,14.3,43,3.6,1995,1.8,1.86,0,0,Autumn,No Holiday,Yes
2234,6/11/2018,9,10.1,68,0.2,578,4.4,0.33,0,0,Autumn,No Holiday,No
2235,29/06/2018,15,28.4,63,2.8,742,20.6,2.47,0,0,Summer,No Holiday,Yes
2236,28/10/2018,15,12.2,67,3.3,2000,6.2,0.86,0,0,Autumn,No Holiday,Yes
2237,18/08/2018,12,29.8,33,1.5,1936,11.7,3.14,0,0,Summer,No Holiday,Yes
2238,28/03/2018,21,14.2,70,0.8,723,8.7,0,0,0,Spring,No Holiday,Yes
2239,17/05/2018,11,20.4,98,0.9,300,20,0.25,2.5,0,Spring,No Holiday,Yes
2240,21/01/2018,19,1.3,25,1.3,2000,-16.6,0,0,0,Winter,No Holiday,Yes
2241,1/6/2018,4,18.1,76,1.8,561,13.7,0,0,0,Summer,No Holiday,Yes
2242,16/07/2018,23,26.6,75,1.5,1996,21.7,0,0,0,Summer,No Holiday,Yes
2243,12/9/2018,4,18,59,1.5,2000,9.8,0,0,0,Autumn,No Holiday,Yes
2244,21/01/2018,7,-3.2,54,1.2,1113,-11.2,0,0,0,Winter,No Holiday,Yes
2245,10/10/2018,3,14.3,95,1,967,13.5,0,2.5,0,Autumn,No Holiday,Yes
2246,4/7/2018,19,28.2,64,2.8,1978,20.7,0.5,0,0,Summer,No Holiday,Yes
2247,2/4/2018,19,19.1,60,3.4,1592,11.1,0.1,0,0,Spring,No Holiday,Yes
2248,6/9/2018,13,28,52,2.3,1642,17.2,1.85,0,0,Autumn,No Holiday,Yes
2249,23/11/2018,6,-2.6,40,1.4,2000,-14.3,0,0,0,Autumn,No Holiday,Yes
2250,22/03/2018,14,11.4,30,3.1,1672,-5.5,2.82,0,0,Spring,No Holiday,Yes
2251,9/7/2018,4,21.4,63,1.5,2000,14,0,0,0,Summer,No Holiday,Yes
2252,27/08/2018,1,20.5,89,0.5,235,18.6,0,1.5,0,Summer,No Holiday,Yes
